erp_key,bronze,schema,table,domain,dimensional_role,snowflake_candidate,fk_degree,pk_columns,row_count_afya,row_count_allos,populated_clients,silver_table,silver_domain,silver_implemented,grain
dbo.MonthlyGoal,dbo__MonthlyGoal,dbo,MonthlyGoal,metricas,DEFER,,0,Id,0,0,none,monthly_goal,metricas,yes,
dbo.Motivations,dbo__Motivations,dbo,Motivations,colaborador,DIM,DIM_MOTIVATIONS,0,Id,211,85,both,motivations,colaborador,yes,
dbo.NINE_BOX,dbo__NINE_BOX,dbo,NINE_BOX,avaliacao,DIM,DIM_NINE_BOX,0,ID,453,0,afya,nine_box,avaliacao,yes,
dbo.NINE_BOX_CALIBRADOS,dbo__NINE_BOX_CALIBRADOS,dbo,NINE_BOX_CALIBRADOS,colaborador,FACT,FACT_NINE_BOX_CALIBRADOS,0,ID,8218,0,afya,nine_box_calibrados,colaborador,yes,
dbo.NIVEL,dbo__NIVEL,dbo,NIVEL,metricas,DIM,DIM_NIVEL,0,ID,54,126,both,nivel,metricas,yes,
dbo.NOTA,dbo__NOTA,dbo,NOTA,config,EXCLUDE,,0,ID,83,42,both,,,no,
dbo.NOTA_BOOK,dbo__NOTA_BOOK,dbo,NOTA_BOOK,metricas,DEFER,,0,ID,0,0,none,nota_book,metricas,yes,
dbo.NOTA_META,dbo__NOTA_META,dbo,NOTA_META,metricas,FACT,FACT_NOTA_META,0,ID,11761,50000,both,nota_meta,metricas,yes,"tenant_slug, id_meta, id_periodo_apuracao"
dbo.NOTA_META_BOOK,dbo__NOTA_META_BOOK,dbo,NOTA_META_BOOK,metricas,DEFER,,0,ID,0,0,none,nota_meta_book,metricas,yes,
dbo.NOTIFICACAO,dbo__NOTIFICACAO,dbo,NOTIFICACAO,acao,DIM,DIM_NOTIFICACAO,0,ID,72,77,both,notificacao,acao,yes,
dbo.NOTIFICACAO_FEEDBACK_CONTINUO,dbo__NOTIFICACAO_FEEDBACK_CONTINUO,dbo,NOTIFICACAO_FEEDBACK_CONTINUO,avaliacao,FACT,FACT_NOTIFICACAO_FEEDBACK,0,Id,10086,1609,both,notificacao_feedback,avaliacao,yes,
dbo.NOTIFICACAO_LIDA,dbo__NOTIFICACAO_LIDA,dbo,NOTIFICACAO_LIDA,colaborador,DIM,DIM_NOTIFICACAO_LIDA,0,ID,0,10,allos,notificacao_lida,colaborador,yes,
dbo.NecessaryResourcesOfTraining,dbo__NecessaryResourcesOfTraining,dbo,NecessaryResourcesOfTraining,pdi,DEFER,,0,Id,0,0,none,necessary_resources_of_training,pdi,yes,
dbo.Need,dbo__Need,dbo,Need,colaborador,DEFER,,0,Id,0,0,none,need,colaborador,yes,
dbo.NivelMembros,dbo__NivelMembros,dbo,NivelMembros,metricas,DEFER,,0,,0,0,none,nivel_membros,metricas,yes,
dbo.NormalizationCurvePoint,dbo__NormalizationCurvePoint,dbo,NormalizationCurvePoint,metricas,DIM,DIM_NORMALIZATION_CURVE_POINT,0,Id,0,5,allos,normalization_curve_point,metricas,yes,
dbo.OPCAO_PULSE_FEEDBACK_CONTINUO,dbo__OPCAO_PULSE_FEEDBACK_CONTINUO,dbo,OPCAO_PULSE_FEEDBACK_CONTINUO,avaliacao,DEFER,,0,ID,0,0,none,opcao_pulse_feedback_continuo,avaliacao,yes,
dbo.OrganizationIdentity,dbo__OrganizationIdentity,dbo,OrganizationIdentity,organizacao,DEFER,,0,Id,0,0,none,organization_identity,organizacao,yes,
dbo.PARTICIPANTE_PULSE_FEEDBACK_CONTINUO,dbo__PARTICIPANTE_PULSE_FEEDBACK_CONTINUO,dbo,PARTICIPANTE_PULSE_FEEDBACK_CONTINUO,avaliacao,DEFER,,0,ID,0,0,none,participante_pulse,avaliacao,yes,
dbo.PARTICIPANTE_REUNIAO,dbo__PARTICIPANTE_REUNIAO,dbo,PARTICIPANTE_REUNIAO,acao,DEFER,,0,ID,0,0,none,participante_reuniao,acao,yes,
dbo.PARTICIPANTE_RV,dbo__PARTICIPANTE_RV,dbo,PARTICIPANTE_RV,remuneracao,BRIDGE,BRG_PARTICIPANTE_RV,0,ID,45128,18269,both,participante_rv,remuneracao,yes,"tenant_slug, id"
dbo.PDF_EXPLICATIVO_AVALIACAO,dbo__PDF_EXPLICATIVO_AVALIACAO,dbo,PDF_EXPLICATIVO_AVALIACAO,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.PERFIL_AREA,dbo__PERFIL_AREA,dbo,PERFIL_AREA,organizacao,BRIDGE,BRG_PERFIL_AREA,0,ID,9714,12231,both,perfil_area,organizacao,yes,
dbo.PERFIL_GRUPO_USUARIO,dbo__PERFIL_GRUPO_USUARIO,dbo,PERFIL_GRUPO_USUARIO,organizacao,FACT,FACT_PERFIL_GRUPO_USUARIO,0,ID,3266,1638,both,perfil_grupo_usuario,organizacao,yes,
dbo.PERFIL_USUARIO,dbo__PERFIL_USUARIO,dbo,PERFIL_USUARIO,colaborador,DIM,DIM_PERFIL_USUARIO,0,ID,44,0,afya,perfil_usuario,colaborador,yes,
dbo.PERIODO_APURACAO,dbo__PERIODO_APURACAO,dbo,PERIODO_APURACAO,metricas,DIM,DIM_PERIODO_APURACAO,0,ID,5,4,both,periodo_apuracao,metricas,yes,
dbo.PERIODO_AVALIACAO_PROJETO,dbo__PERIODO_AVALIACAO_PROJETO,dbo,PERIODO_AVALIACAO_PROJETO,avaliacao,DEFER,,0,ID,0,0,none,periodo_avaliacao_projeto,avaliacao,yes,
dbo.PERIODO_GESTAO,dbo__PERIODO_GESTAO,dbo,PERIODO_GESTAO,metricas,DIM,DIM_PERIODO_GESTAO,0,ID,3,6,both,periodo_gestao,metricas,yes,
dbo.PERMISSAO_DASHBOARD,dbo__PERMISSAO_DASHBOARD,dbo,PERMISSAO_DASHBOARD,colaborador,DEFER,,0,,0,0,none,permissao_dashboard,colaborador,yes,
dbo.PLANO_PESO_AVALIADOR,dbo__PLANO_PESO_AVALIADOR,dbo,PLANO_PESO_AVALIADOR,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.PLUGIN_INFO,dbo__PLUGIN_INFO,dbo,PLUGIN_INFO,referencia,REF,REF_PLUGIN_INFO,0,PLUGIN_CODE,3,3,both,plugin_info,referencia,yes,
dbo.POTENCIAL,dbo__POTENCIAL,dbo,POTENCIAL,sucessao,DEFER,,0,ID,0,0,none,potencial,sucessao,yes,
dbo.PRE_TRABALHO_AVALIADO_SUCESSAO,dbo__PRE_TRABALHO_AVALIADO_SUCESSAO,dbo,PRE_TRABALHO_AVALIADO_SUCESSAO,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.PROCESSO,dbo__PROCESSO,dbo,PROCESSO,colaborador,DIM,DIM_PROCESSO,0,ID,2,2,both,processo,colaborador,yes,
dbo.PROJETO_AVALIACAO,dbo__PROJETO_AVALIACAO,dbo,PROJETO_AVALIACAO,avaliacao,DEFER,,0,ID,0,0,none,projeto_avaliacao,avaliacao,yes,
dbo.PSW_COLABORADOR,dbo__PSW_COLABORADOR,dbo,PSW_COLABORADOR,colaborador,FACT,FACT_PSW_COLABORADOR,0,ID_COLABORADOR,12396,8307,both,psw_colaborador,colaborador,yes,
dbo.PSW_COLABORADOR_ITEM,dbo__PSW_COLABORADOR_ITEM,dbo,PSW_COLABORADOR_ITEM,colaborador,BRIDGE,BRG_PSW_COLABORADOR_ITEM,0,,12390,8299,both,psw_colaborador_item,colaborador,yes,
dbo.PULSE_FEEDBACK_CONTINUO,dbo__PULSE_FEEDBACK_CONTINUO,dbo,PULSE_FEEDBACK_CONTINUO,avaliacao,DEFER,,0,ID,0,0,none,pulse_feedback,avaliacao,yes,
dbo.ParticipantAdvancePayment,dbo__ParticipantAdvancePayment,dbo,ParticipantAdvancePayment,remuneracao,DEFER,,0,Id,0,0,none,participant_advance_payment,remuneracao,yes,
dbo.ParticipantAdvancePaymentDiscount,dbo__ParticipantAdvancePaymentDiscount,dbo,ParticipantAdvancePaymentDiscount,remuneracao,DEFER,,0,Id,0,0,none,participant_advance_payment_discount,remuneracao,yes,
dbo.ParticipantAggregatedAdvancePayment,dbo__ParticipantAggregatedAdvancePayment,dbo,ParticipantAggregatedAdvancePayment,remuneracao,DEFER,,0,Id,0,0,none,participant_aggregated_advance_payment,remuneracao,yes,
dbo.ParticipantAggregatedAdvancePaymentDiscount,dbo__ParticipantAggregatedAdvancePaymentDiscount,dbo,ParticipantAggregatedAdvancePaymentDiscount,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.ParticipantAggregatedExtract,dbo__ParticipantAggregatedExtract,dbo,ParticipantAggregatedExtract,remuneracao,FACT,FACT_PARTICIPANT_AGGREGATED_EXTRACT,0,Id,49080,50000,both,participant_aggregated_extract,remuneracao,yes,
dbo.ParticipantExtract,dbo__ParticipantExtract,dbo,ParticipantExtract,remuneracao,FACT,FACT_PARTICIPANT_EXTRACT,0,Id,49080,50000,both,participant_extract,remuneracao,yes,
dbo.ParticipantExtractControl,dbo__ParticipantExtractControl,dbo,ParticipantExtractControl,remuneracao,FACT,FACT_PARTICIPANT_EXTRACT_CONTROL,0,Id,0,10602,allos,participant_extract_control,remuneracao,yes,
dbo.PermissaoFinanceira,dbo__PermissaoFinanceira,dbo,PermissaoFinanceira,colaborador,DEFER,,0,Id,0,0,none,permissao_financeira,colaborador,yes,
dbo.PersonalCharacteristics,dbo__PersonalCharacteristics,dbo,PersonalCharacteristics,colaborador,DIM,DIM_PERSONAL_CHARACTERISTICS,0,Id,229,87,both,personal_characteristics,colaborador,yes,
dbo.Perspective,dbo__Perspective,dbo,Perspective,metricas,DEFER,,0,Id,0,0,none,perspective,metricas,yes,
dbo.Pool,dbo__Pool,dbo,Pool,metricas,DIM,DIM_POOL,0,Id,0,4,allos,pool,metricas,yes,
dbo.PresentationFavoriteSlide,dbo__PresentationFavoriteSlide,dbo,PresentationFavoriteSlide,colaborador,DIM,DIM_PRESENTATION_FAVORITE_SLIDE,0,Id,0,1,allos,presentation_favorite_slide,colaborador,yes,
dbo.PresentationTemplate,dbo__PresentationTemplate,dbo,PresentationTemplate,plataforma,EXCLUDE,,0,Id,0,9,allos,,,no,
dbo.PresentationTemplateHistory,dbo__PresentationTemplateHistory,dbo,PresentationTemplateHistory,plataforma,EXCLUDE,,0,Id,0,17,allos,,,no,
dbo.PresentationTemplateShare,dbo__PresentationTemplateShare,dbo,PresentationTemplateShare,plataforma,EXCLUDE,,0,Id,0,11,allos,,,no,
dbo.PresentationTemplateSlide,dbo__PresentationTemplateSlide,dbo,PresentationTemplateSlide,plataforma,EXCLUDE,,0,Id,0,12,allos,,,no,
dbo.PresentationTemplateVersion,dbo__PresentationTemplateVersion,dbo,PresentationTemplateVersion,plataforma,EXCLUDE,,0,Id,0,9,allos,,,no,
dbo.ProfessionalExperience,dbo__ProfessionalExperience,dbo,ProfessionalExperience,colaborador,DIM,DIM_PROFESSIONAL_EXPERIENCE,0,Id,173,63,both,professional_experience,colaborador,yes,
dbo.ProfileEditPermission,dbo__ProfileEditPermission,dbo,ProfileEditPermission,colaborador,DIM,DIM_PROFILE_EDIT_PERMISSION,0,Id,9,5,both,profile_edit_permission,colaborador,yes,
dbo.QUICK_MEETING,dbo__QUICK_MEETING,dbo,QUICK_MEETING,acao,DEFER,,0,ID,0,0,none,quick_meeting,acao,yes,
dbo.QualificationCenterConfig,dbo__QualificationCenterConfig,dbo,QualificationCenterConfig,pdi,DEFER,,0,Id,0,0,none,qualification_center_config,pdi,yes,
dbo.QualificationManager,dbo__QualificationManager,dbo,QualificationManager,pdi,DEFER,,0,Id,0,0,none,qualification_manager,pdi,yes,
dbo.QualificationManagersSubordinates,dbo__QualificationManagersSubordinates,dbo,QualificationManagersSubordinates,pdi,DEFER,,0,QualificationManager_Id|Employee_Id,0,0,none,qualification_managers_subordinates,pdi,yes,
dbo.Question,dbo__Question,dbo,Question,avaliacao,DEFER,,0,Id,0,0,none,question,avaliacao,yes,
dbo.QuestionsEffectivenessEvaluations,dbo__QuestionsEffectivenessEvaluations,dbo,QuestionsEffectivenessEvaluations,avaliacao,DEFER,,0,EffectivenessEvaluation_Id|Question_Id,0,0,none,questions_effectiveness_evaluations,avaliacao,yes,
dbo.QuestionsReactionEvaluations,dbo__QuestionsReactionEvaluations,dbo,QuestionsReactionEvaluations,avaliacao,DEFER,,0,ReactionEvaluation_Id|Question_Id,0,0,none,questions_reaction_evaluations,avaliacao,yes,
dbo.RECURRING_JOB,dbo__RECURRING_JOB,dbo,RECURRING_JOB,acao,DIM,DIM_RECURRING_JOB,0,ID,17,17,both,recurring_job,acao,yes,
dbo.RECURRING_JOB_LOG,dbo__RECURRING_JOB_LOG,dbo,RECURRING_JOB_LOG,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.REFERENCIA_CAUSA,dbo__REFERENCIA_CAUSA,dbo,REFERENCIA_CAUSA,unclassified,DEFER,,0,ID_CAUSA_DESTINO,0,0,none,,,no,
dbo.REFERENCIA_CONTRAMEDIDA,dbo__REFERENCIA_CONTRAMEDIDA,dbo,REFERENCIA_CONTRAMEDIDA,acao,DEFER,,0,ID,0,0,none,referencia_contramedida,acao,yes,
dbo.RESPOSTA_AVALIACAO_SUCESSAO,dbo__RESPOSTA_AVALIACAO_SUCESSAO,dbo,RESPOSTA_AVALIACAO_SUCESSAO,avaliacao,DEFER,,0,ID,0,0,none,resposta_avaliacao_sucessao,avaliacao,yes,
dbo.RESPOSTA_COMENTARIO,dbo__RESPOSTA_COMENTARIO,dbo,RESPOSTA_COMENTARIO,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.RESPOSTA_COMPORTAMENTO,dbo__RESPOSTA_COMPORTAMENTO,dbo,RESPOSTA_COMPORTAMENTO,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.RESPOSTA_PULSE_FEEDBACK_CONTINUO,dbo__RESPOSTA_PULSE_FEEDBACK_CONTINUO,dbo,RESPOSTA_PULSE_FEEDBACK_CONTINUO,avaliacao,DEFER,,0,ID,0,0,none,resposta_pulse_feedback_continuo,avaliacao,yes,
dbo.REUNIAO,dbo__REUNIAO,dbo,REUNIAO,acao,DEFER,,0,ID,0,0,none,reuniao,acao,yes,
dbo.REUNIAO_PAUSE,dbo__REUNIAO_PAUSE,dbo,REUNIAO_PAUSE,acao,DEFER,,0,ID,0,0,none,reuniao_pause,acao,yes,
dbo.RISCO,dbo__RISCO,dbo,RISCO,sucessao,DEFER,,0,ID,0,0,none,risco,sucessao,yes,
dbo.RangeDiscretionary,dbo__RangeDiscretionary,dbo,RangeDiscretionary,metricas,DIM,DIM_RANGE_DISCRETIONARY,0,Id,0,10,allos,range_discretionary,metricas,yes,
dbo.ReactionEvaluation,dbo__ReactionEvaluation,dbo,ReactionEvaluation,avaliacao,DEFER,,0,Id,0,0,none,reaction_evaluation,avaliacao,yes,
dbo.Readiness,dbo__Readiness,dbo,Readiness,sucessao,DIM,DIM_READINESS,0,Id,1,0,afya,readiness,sucessao,yes,
dbo.RelUpperGoal,dbo__RelUpperGoal,dbo,RelUpperGoal,metricas,DIM,DIM_REL_UPPER_GOAL,0,GoalId|UpperGoalId,29,345,both,rel_upper_goal,metricas,yes,
dbo.Response,dbo__Response,dbo,Response,colaborador,DEFER,,0,Id,0,0,none,response,colaborador,yes,
dbo.SECAO,dbo__SECAO,dbo,SECAO,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.SQL_TRACE,dbo__SQL_TRACE,dbo,SQL_TRACE,plataforma,EXCLUDE,,0,ID,3082,4306,both,,,no,
dbo.SYSTEM_CONFIG,dbo__SYSTEM_CONFIG,dbo,SYSTEM_CONFIG,referencia,REF,REF_SYSTEM_CONFIG,0,,1,1,both,system_config,referencia,yes,
dbo.ScoreCurveImpactSuccession,dbo__ScoreCurveImpactSuccession,dbo,ScoreCurveImpactSuccession,sucessao,DEFER,,0,Id,0,0,none,score_curve_impact_succession,sucessao,yes,
dbo.ScoreCurveRiskSuccession,dbo__ScoreCurveRiskSuccession,dbo,ScoreCurveRiskSuccession,sucessao,DEFER,,0,Id,0,0,none,score_curve_risk_succession,sucessao,yes,
dbo.ScoreCurveSuccession,dbo__ScoreCurveSuccession,dbo,ScoreCurveSuccession,sucessao,DEFER,,0,ID,0,0,none,score_curve_succession,sucessao,yes,
dbo.ScoreValuesRV,dbo__ScoreValuesRV,dbo,ScoreValuesRV,metricas,FACT,FACT_SCORE_VALUES_RV,0,Id,4090,9876,both,score_values_rv,metricas,yes,
dbo.ServerCachePreferencesManagementCycle,dbo__ServerCachePreferencesManagementCycle,dbo,ServerCachePreferencesManagementCycle,colaborador,DIM,DIM_SERVER_CACHE_PREFERENCES_MANAGEMENT_CYCLE,0,Id,9,9,both,server_cache_preferences_management_cycle,colaborador,yes,
dbo.SidebarItem,dbo__SidebarItem,dbo,SidebarItem,plataforma,EXCLUDE,,0,Id,85,85,both,,,no,
dbo.SidebarItemFavorite,dbo__SidebarItemFavorite,dbo,SidebarItemFavorite,plataforma,EXCLUDE,,0,Id,74,135,both,,,no,
dbo.SimulationRVCache,dbo__SimulationRVCache,dbo,SimulationRVCache,remuneracao,DIM,DIM_SIMULATION_RV_CACHE,0,Id,0,1,allos,simulation_rv_cache,remuneracao,yes,
dbo.SkillCategory,dbo__SkillCategory,dbo,SkillCategory,pdi,DIM,DIM_SKILL_CATEGORY,0,Id,4,4,both,skill_category,pdi,yes,
dbo.SkillKnowledge,dbo__SkillKnowledge,dbo,SkillKnowledge,pdi,DIM,DIM_SKILL_KNOWLEDGE,0,Id,2,2,both,skill_knowledge,pdi,yes,
dbo.Sport,dbo__Sport,dbo,Sport,colaborador,DIM,DIM_SPORT,0,Id,370,159,both,sport,colaborador,yes,
dbo.Stakeholder,dbo__Stakeholder,dbo,Stakeholder,colaborador,DEFER,,0,Id,0,0,none,stakeholder,colaborador,yes,
dbo.StakeholdersCommittees,dbo__StakeholdersCommittees,dbo,StakeholdersCommittees,colaborador,DEFER,,0,Stakeholder_Id|Employee_Id,0,0,none,stakeholders_committees,colaborador,yes,
dbo.StakeholdersProject,dbo__StakeholdersProject,dbo,StakeholdersProject,colaborador,DEFER,,0,StrategyGoalProject_Id|Employee_Id,0,0,none,stakeholders_project,colaborador,yes,
dbo.StrategyAction,dbo__StrategyAction,dbo,StrategyAction,metricas,DEFER,,0,Id,0,0,none,strategy_action,metricas,yes,
dbo.StrategyAnalysis,dbo__StrategyAnalysis,dbo,StrategyAnalysis,metricas,DEFER,,0,Id,0,0,none,strategy_analysis,metricas,yes,
dbo.StrategyAnalysisAttachment,dbo__StrategyAnalysisAttachment,dbo,StrategyAnalysisAttachment,metricas,DEFER,,0,Id,0,0,none,strategy_analysis_attachment,metricas,yes,
dbo.StrategyCycle,dbo__StrategyCycle,dbo,StrategyCycle,metricas,DEFER,,0,Id,0,0,none,strategy_cycle,metricas,yes,
dbo.StrategyGoal,dbo__StrategyGoal,dbo,StrategyGoal,metricas,DEFER,,0,Id,0,0,none,strategy_goal,metricas,yes,
dbo.StrategyGoalMetric,dbo__StrategyGoalMetric,dbo,StrategyGoalMetric,metricas,DEFER,,0,Id,0,0,none,strategy_goal_metric,metricas,yes,
dbo.StrategyGoalMetricValue,dbo__StrategyGoalMetricValue,dbo,StrategyGoalMetricValue,metricas,DEFER,,0,Id,0,0,none,strategy_goal_metric_value,metricas,yes,
dbo.StrategyGoalProject,dbo__StrategyGoalProject,dbo,StrategyGoalProject,metricas,DEFER,,0,Id,0,0,none,strategy_goal_project,metricas,yes,
dbo.StrategyGoalProjectValue,dbo__StrategyGoalProjectValue,dbo,StrategyGoalProjectValue,metricas,DEFER,,0,Id,0,0,none,strategy_goal_project_value,metricas,yes,
dbo.SuccessionCycle,dbo__SuccessionCycle,dbo,SuccessionCycle,sucessao,DIM,DIM_SUCCESSION_CYCLE,0,ID,1,0,afya,succession_cycle,sucessao,yes,
dbo.SuccessionCycleSettings,dbo__SuccessionCycleSettings,dbo,SuccessionCycleSettings,sucessao,DIM,DIM_SUCCESSION_CYCLE_SETTINGS,0,ID,1,0,afya,succession_cycle_settings,sucessao,yes,
dbo.SuccessionJobPositionReadiness,dbo__SuccessionJobPositionReadiness,dbo,SuccessionJobPositionReadiness,sucessao,DEFER,,0,Id,0,0,none,succession_job_position_readiness,sucessao,yes,
dbo.SuccessionNomination,dbo__SuccessionNomination,dbo,SuccessionNomination,sucessao,DEFER,,0,Id,0,0,none,succession_nomination,sucessao,yes,
dbo.SuccessionResults,dbo__SuccessionResults,dbo,SuccessionResults,sucessao,DIM,DIM_SUCCESSION_RESULTS,0,Id,1,0,afya,succession_results,sucessao,yes,
dbo.SuccessionScoresDetails,dbo__SuccessionScoresDetails,dbo,SuccessionScoresDetails,sucessao,FACT,FACT_SUCCESSION_SCORES_DETAILS,0,Id,2,0,afya,succession_scores_details,sucessao,yes,
dbo.SwotAnalysis,dbo__SwotAnalysis,dbo,SwotAnalysis,metricas,DEFER,,0,Id,0,0,none,swot_analysis,metricas,yes,
dbo.SystemKnowledge,dbo__SystemKnowledge,dbo,SystemKnowledge,colaborador,DIM,DIM_SYSTEM_KNOWLEDGE,0,Id,19,9,both,system_knowledge,colaborador,yes,
dbo.TAG_FEEDBACK,dbo__TAG_FEEDBACK,dbo,TAG_FEEDBACK,avaliacao,DIM,DIM_TAG_FEEDBACK,0,Id,466,2,both,tag_feedback,avaliacao,yes,
dbo.TAG_FEEDBACK_CONTINUO,dbo__TAG_FEEDBACK_CONTINUO,dbo,TAG_FEEDBACK_CONTINUO,avaliacao,DIM,DIM_TAG_FEEDBACK_CONTINUO,0,ID,20,20,both,tag_feedback_continuo,avaliacao,yes,
dbo.TEMPLATE_USUARIO,dbo__TEMPLATE_USUARIO,dbo,TEMPLATE_USUARIO,unclassified,DEFER,,0,ID,0,0,none,,,no,
dbo.TERMO_ACEITE,dbo__TERMO_ACEITE,dbo,TERMO_ACEITE,metricas,DIM,DIM_TERMO_ACEITE,0,ID,3,3,both,termo_aceite,metricas,yes,
dbo.TERMO_ACEITE_ASSINATURA,dbo__TERMO_ACEITE_ASSINATURA,dbo,TERMO_ACEITE_ASSINATURA,organizacao,FACT,FACT_TERMO_ACEITE_ASSINATURA,0,ID,977,2727,both,termo_aceite_assinatura,organizacao,yes,
dbo.TERMO_ACEITE_SECAO,dbo__TERMO_ACEITE_SECAO,dbo,TERMO_ACEITE_SECAO,colaborador,DIM,DIM_TERMO_ACEITE_SECAO,0,ID,9,5,both,termo_aceite_secao,colaborador,yes,
dbo.TERMO_CONSENTIMENTO,dbo__TERMO_CONSENTIMENTO,dbo,TERMO_CONSENTIMENTO,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.TIMELINE_FEEDBACK_CONTINUO,dbo__TIMELINE_FEEDBACK_CONTINUO,dbo,TIMELINE_FEEDBACK_CONTINUO,avaliacao,DIM,DIM_TIMELINE_FEEDBACK,0,Id,609,27,both,timeline_feedback,avaliacao,yes,
dbo.TIPO_FEEDBACK_CONTINUO,dbo__TIPO_FEEDBACK_CONTINUO,dbo,TIPO_FEEDBACK_CONTINUO,avaliacao,DIM,DIM_TIPO_FEEDBACK_CONTINUO,0,ID,7,8,both,tipo_feedback_continuo,avaliacao,yes,
dbo.TOPICO_REUNIAO,dbo__TOPICO_REUNIAO,dbo,TOPICO_REUNIAO,acao,DEFER,,0,ID,0,0,none,topico_reuniao,acao,yes,
dbo.TaskLog,dbo__TaskLog,dbo,TaskLog,plataforma,EXCLUDE,,0,Id,148,106,both,,,no,
dbo.TemporaryBulkInsert,dbo__TemporaryBulkInsert,dbo,TemporaryBulkInsert,unclassified,DEFER,,0,,0,0,none,,,no,
dbo.Theme,dbo__Theme,dbo,Theme,colaborador,DIM,DIM_THEME,0,Id,0,2,allos,theme,colaborador,yes,
dbo.ThemeHistory,dbo__ThemeHistory,dbo,ThemeHistory,colaborador,DIM,DIM_THEME_HISTORY,0,Id,0,25,allos,theme_history,colaborador,yes,
dbo.ThemeShare,dbo__ThemeShare,dbo,ThemeShare,colaborador,FACT,FACT_THEME_SHARE,0,Id,0,1206,allos,theme_share,colaborador,yes,
dbo.TipoAcumulacao,dbo__TipoAcumulacao,dbo,TipoAcumulacao,referencia,REF,REF_TIPO_ACUMULACAO,0,Id,2,2,both,tipo_acumulacao,referencia,yes,
dbo.Training,dbo__Training,dbo,Training,pdi,DEFER,,0,Id,0,0,none,training,pdi,yes,
dbo.TrainingAttachment,dbo__TrainingAttachment,dbo,TrainingAttachment,pdi,DEFER,,0,Id,0,0,none,training_attachment,pdi,yes,
dbo.TrainingClass,dbo__TrainingClass,dbo,TrainingClass,pdi,DEFER,,0,Id,0,0,none,training_class,pdi,yes,
dbo.TrainingClassDemands,dbo__TrainingClassDemands,dbo,TrainingClassDemands,pdi,DEFER,,0,Demand_Id|TrainingClass_Id,0,0,none,training_class_demands,pdi,yes,
dbo.TrainingClassParticipants,dbo__TrainingClassParticipants,dbo,TrainingClassParticipants,pdi,DEFER,,0,TrainingClass_Id|Employee_Id,0,0,none,training_class_participants,pdi,yes,
dbo.TrainingClassParticipantsConfirmed,dbo__TrainingClassParticipantsConfirmed,dbo,TrainingClassParticipantsConfirmed,pdi,DEFER,,0,TrainingClass_Id|Employee_Id,0,0,none,training_class_participants_confirmed,pdi,yes,
dbo.TrainingClassTimeDaily,dbo__TrainingClassTimeDaily,dbo,TrainingClassTimeDaily,unclassified,DEFER,,0,Id,0,0,none,,,no,
dbo.TrainingClassTimeWeekly,dbo__TrainingClassTimeWeekly,dbo,TrainingClassTimeWeekly,pdi,DEFER,,0,Id,0,0,none,training_class_time_weekly,pdi,yes,
dbo.TrainingDraft,dbo__TrainingDraft,dbo,TrainingDraft,pdi,DEFER,,0,Id,0,0,none,training_draft,pdi,yes,
dbo.TrainingPackage,dbo__TrainingPackage,dbo,TrainingPackage,pdi,DEFER,,0,Id,0,0,none,training_package,pdi,yes,
dbo.TrainingPackagesTrainings,dbo__TrainingPackagesTrainings,dbo,TrainingPackagesTrainings,pdi,DEFER,,0,TrainingPackage_Id|Training_Id,0,0,none,training_packages_trainings,pdi,yes,
dbo.TranslateTagCulture,dbo__TranslateTagCulture,dbo,TranslateTagCulture,referencia,REF,REF_TRANSLATE_TAG_CULTURE,0,Id,1,3,both,translate_tag_culture,referencia,yes,
dbo.TranslateTagHandle,dbo__TranslateTagHandle,dbo,TranslateTagHandle,referencia,REF,REF_TRANSLATE_TAG_HANDLE,0,Id,49,54,both,translate_tag_handle,referencia,yes,
dbo.Trigger,dbo__Trigger,dbo,Trigger,metricas,DIM,DIM_TRIGGER,0,Id,114,2,both,trigger,metricas,yes,
dbo.TriggerArea,dbo__TriggerArea,dbo,TriggerArea,organizacao,FACT,FACT_TRIGGER_AREA,0,Id,1526,439,both,trigger_area,organizacao,yes,
dbo.TriggerCurve,dbo__TriggerCurve,dbo,TriggerCurve,metricas,DIM,DIM_TRIGGER_CURVE,0,Id,114,2,both,trigger_curve,metricas,yes,
dbo.TriggerCurveItem,dbo__TriggerCurveItem,dbo,TriggerCurveItem,metricas,DIM,DIM_TRIGGER_CURVE_ITEM,0,Id,340,2,both,trigger_curve_item,metricas,yes,
dbo.UNIDADE_MEDIDA,dbo__UNIDADE_MEDIDA,dbo,UNIDADE_MEDIDA,referencia,REF,REF_UNIDADE_MEDIDA,0,ID,10,25,both,unidade_medida,referencia,yes,
dbo.VALOR_META,dbo__VALOR_META,dbo,VALOR_META,metricas,FACT,FACT_VALOR_META,0,ID,38293,50000,both,valor_meta,metricas,yes,"tenant_slug, id_meta, id_periodo_apuracao"
dbo.VALOR_META_BOOK,dbo__VALOR_META_BOOK,dbo,VALOR_META_BOOK,metricas,DEFER,,0,ID,0,0,none,valor_meta_book,metricas,yes,
