erp_key,bronze_table,domain,dimensional_role,layer_path,raw_object,staging_object,edw_object,mart_object,localdrawdb_layer,localdrawdb_group,note
dbo.ConsentAgreement,dbo__ConsentAgreement,colaborador,DIM,raw+staging+edw,raw.dbo__ConsentAgreement,staging.stg_colaborador_consentagreement,edw.dim_consent_agreement,,edw,dimensional,DIM → edw.dim_consent_agreement
dbo.Country,dbo__Country,unclassified,DEFER,raw+edw_stub,raw.dbo__Country,staging.stg_erp_country,edw.defer_country,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.CurriculumAttachment,dbo__CurriculumAttachment,colaborador,DIM,raw+staging+edw,raw.dbo__CurriculumAttachment,staging.stg_colaborador_curriculumattachment,edw.dim_curriculum_attachment,,edw,dimensional,DIM → edw.dim_curriculum_attachment
dbo.CustomGradeFormation,dbo__CustomGradeFormation,organizacao,DIM,raw+staging+edw,raw.dbo__CustomGradeFormation,staging.stg_organizacao_customgradeformation,edw.dim_custom_grade_formation,,edw,dimensional,DIM → edw.dim_custom_grade_formation
dbo.CustomMessages,dbo__CustomMessages,plataforma,EXCLUDE,raw,raw.dbo__CustomMessages,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.CustomerBoundTranslateTag,dbo__CustomerBoundTranslateTag,referencia,REF,raw+staging+edw,raw.dbo__CustomerBoundTranslateTag,staging.stg_referencia_customerboundtranslatetag,edw.ref_customer_bound_translate_tag,,edw,ref,REF → edw.ref_customer_bound_translate_tag
dbo.DELIBERACAO_FORUM_AVALIADO,dbo__DELIBERACAO_FORUM_AVALIADO,organizacao,DEFER,raw+edw_stub,raw.dbo__DELIBERACAO_FORUM_AVALIADO,staging.stg_organizacao_deliberacao_forum_avaliado,edw.defer_deliberacao_forum_avaliado,,raw,ingestao_organizacao,DEFER — stub EDW; sem dados piloto
dbo.DIARIO_DE_BORDO,dbo__DIARIO_DE_BORDO,acao,DEFER,raw+edw_stub,raw.dbo__DIARIO_DE_BORDO,staging.stg_acao_diario_de_bordo,edw.defer_diario_de_bordo,,raw,ingestao_acao,DEFER — stub EDW; sem dados piloto
dbo.DIRETRIZ,dbo__DIRETRIZ,metricas,DIM,raw+staging+edw,raw.dbo__DIRETRIZ,staging.stg_metricas_diretriz,edw.dim_diretriz,,edw,dimensional,DIM → edw.dim_diretriz
dbo.DIRETRIZ_BOOK,dbo__DIRETRIZ_BOOK,unclassified,DEFER,raw+edw_stub,raw.dbo__DIRETRIZ_BOOK,staging.stg_erp_diretriz_book,edw.defer_diretriz_book,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.DashboardLayoutMatrix,dbo__DashboardLayoutMatrix,plataforma,EXCLUDE,raw,raw.dbo__DashboardLayoutMatrix,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.DeliberationOption,dbo__DeliberationOption,avaliacao,DEFER,raw+edw_stub,raw.dbo__DeliberationOption,staging.stg_avaliacao_deliberationoption,edw.defer_deliberationoption,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.Demand,dbo__Demand,colaborador,DEFER,raw+edw_stub,raw.dbo__Demand,staging.stg_colaborador_demand,edw.defer_demand,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.DemandsParticipants,dbo__DemandsParticipants,colaborador,DEFER,raw+edw_stub,raw.dbo__DemandsParticipants,staging.stg_colaborador_demandsparticipants,edw.defer_demandsparticipants,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.Dimensao,dbo__Dimensao,metricas,DEFER,raw+edw_stub,raw.dbo__Dimensao,staging.stg_metricas_dimensao,edw.defer_dimensao,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.DiscretionaryScoreImport,dbo__DiscretionaryScoreImport,colaborador,FACT,raw+staging+edw,raw.dbo__DiscretionaryScoreImport,staging.stg_colaborador_discretionaryscoreimport,edw.fact_discretionary_score_import,,edw,fatos,FACT → edw.fact_discretionary_score_import
dbo.Dreams,dbo__Dreams,colaborador,DIM,raw+staging+edw,raw.dbo__Dreams,staging.stg_colaborador_dreams,edw.dim_dreams,,edw,dimensional,DIM → edw.dim_dreams
dbo.EFETIVIDADE_ACAO,dbo__EFETIVIDADE_ACAO,acao,DIM,raw+staging+edw,raw.dbo__EFETIVIDADE_ACAO,staging.stg_acao_efetividade_acao,edw.dim_efetividade_acao,,edw,dimensional,DIM → edw.dim_efetividade_acao
dbo.EMAIL_ENVIADO,dbo__EMAIL_ENVIADO,unclassified,DEFER,raw+edw_stub,raw.dbo__EMAIL_ENVIADO,staging.stg_erp_email_enviado,edw.defer_email_enviado,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.EXPRESSAO_CALCULO_META,dbo__EXPRESSAO_CALCULO_META,metricas,FACT,raw+staging+edw,raw.dbo__EXPRESSAO_CALCULO_META,staging.stg_metricas_expressao_calculo_meta,edw.fact_expressao_calculo,,edw,fatos,FACT → edw.fact_expressao_calculo
dbo.Education,dbo__Education,colaborador,FACT,raw+staging+edw,raw.dbo__Education,staging.stg_colaborador_education,edw.fact_education,,edw,fatos,FACT → edw.fact_education
dbo.EducationAttachment,dbo__EducationAttachment,colaborador,DIM,raw+staging+edw,raw.dbo__EducationAttachment,staging.stg_colaborador_educationattachment,edw.dim_education_attachment,,edw,dimensional,DIM → edw.dim_education_attachment
dbo.EffectivenessEvaluation,dbo__EffectivenessEvaluation,avaliacao,DEFER,raw+edw_stub,raw.dbo__EffectivenessEvaluation,staging.stg_avaliacao_effectivenessevaluation,edw.defer_effectivenessevaluation,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.EligibleDiscretionary,dbo__EligibleDiscretionary,remuneracao,FACT,raw+staging+edw,raw.dbo__EligibleDiscretionary,staging.stg_remuneracao_eligiblediscretionary,edw.fact_eligible_discretionary,,edw,fatos,FACT → edw.fact_eligible_discretionary
dbo.EmployeeAccessGroup,dbo__EmployeeAccessGroup,colaborador,FACT,raw+staging+edw,raw.dbo__EmployeeAccessGroup,staging.stg_colaborador_employeeaccessgroup,edw.fact_employee_access_group,,edw,fatos,FACT → edw.fact_employee_access_group
dbo.EmployeeAnalyticResult,dbo__EmployeeAnalyticResult,remuneracao,FACT,raw+staging+edw,raw.dbo__EmployeeAnalyticResult,staging.stg_remuneracao_employeeanalyticresult,edw.fact_employee_analytic_result,,edw,fatos,FACT → edw.fact_employee_analytic_result
dbo.EmployeeBranch,dbo__EmployeeBranch,colaborador,DIM,raw+staging+edw,raw.dbo__EmployeeBranch,staging.stg_colaborador_employeebranch,edw.dim_employee_branch,,edw,dimensional,DIM → edw.dim_employee_branch
dbo.EmployeeGuest,dbo__EmployeeGuest,unclassified,DEFER,raw+edw_stub,raw.dbo__EmployeeGuest,staging.stg_erp_employeeguest,edw.defer_employeeguest,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.EmployeeModifierMonthlyGoal,dbo__EmployeeModifierMonthlyGoal,unclassified,DEFER,raw+edw_stub,raw.dbo__EmployeeModifierMonthlyGoal,staging.stg_erp_employeemodifiermonthlygoal,edw.defer_employeemodifiermonthlygoal,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.EmployeeModifierMonthlyValue,dbo__EmployeeModifierMonthlyValue,unclassified,DEFER,raw+edw_stub,raw.dbo__EmployeeModifierMonthlyValue,staging.stg_erp_employeemodifiermonthlyvalue,edw.defer_employeemodifiermonthlyvalue,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.EmployeeModifierValue,dbo__EmployeeModifierValue,colaborador,FACT,raw+staging+edw,raw.dbo__EmployeeModifierValue,staging.stg_colaborador_employeemodifiervalue,edw.fact_employee_modifier_value,,edw,fatos,FACT → edw.fact_employee_modifier_value
dbo.EvaluationCycleInstance,dbo__EvaluationCycleInstance,avaliacao,DIM,raw+staging+edw,raw.dbo__EvaluationCycleInstance,staging.stg_avaliacao_evaluationcycleinstance,edw.dim_evaluation_cycle_instance,,edw,dimensional,DIM → edw.dim_evaluation_cycle_instance
dbo.EvaluationCycleInstanceParticipant,dbo__EvaluationCycleInstanceParticipant,avaliacao,FACT,raw+staging+edw,raw.dbo__EvaluationCycleInstanceParticipant,staging.stg_avaliacao_evaluationcycleinstanceparticipant,edw.fact_evaluation_cycle_instance_participant,,edw,fatos,FACT → edw.fact_evaluation_cycle_instance_participant
dbo.EvaluationCycleQuadrant,dbo__EvaluationCycleQuadrant,avaliacao,DIM,raw+staging+edw,raw.dbo__EvaluationCycleQuadrant,staging.stg_avaliacao_evaluationcyclequadrant,edw.dim_evaluation_cycle_quadrant,,edw,dimensional,DIM → edw.dim_evaluation_cycle_quadrant
dbo.EvaluationCycleQuadrantPersonalization,dbo__EvaluationCycleQuadrantPersonalization,avaliacao,DEFER,raw+edw_stub,raw.dbo__EvaluationCycleQuadrantPersonalization,staging.stg_avaliacao_evaluationcyclequadrantpersonalization,edw.defer_evaluationcyclequadrantpersonalization,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.EvaluationDiscretionary,dbo__EvaluationDiscretionary,colaborador,FACT,raw+staging+edw,raw.dbo__EvaluationDiscretionary,staging.stg_colaborador_evaluationdiscretionary,edw.fact_evaluation_discretionary,,edw,fatos,FACT → edw.fact_evaluation_discretionary
dbo.ExtractControl,dbo__ExtractControl,metricas,DEFER,raw+edw_stub,raw.dbo__ExtractControl,staging.stg_metricas_extractcontrol,edw.defer_extractcontrol,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.ExtractEmployeeOptions,dbo__ExtractEmployeeOptions,remuneracao,DEFER,raw+edw_stub,raw.dbo__ExtractEmployeeOptions,staging.stg_remuneracao_extractemployeeoptions,edw.defer_extractemployeeoptions,,raw,ingestao_remuneracao,DEFER — stub EDW; sem dados piloto
dbo.ExtractMigration,dbo__ExtractMigration,unclassified,DEFER,raw+edw_stub,raw.dbo__ExtractMigration,staging.stg_erp_extractmigration,edw.defer_extractmigration,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.FAIXA_CLASSIFICACAO,dbo__FAIXA_CLASSIFICACAO,metricas,DEFER,raw+edw_stub,raw.dbo__FAIXA_CLASSIFICACAO,staging.stg_metricas_faixa_classificacao,edw.defer_faixa_classificacao,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.FAIXA_CLASSIFICACAO_PERFORMANCE,dbo__FAIXA_CLASSIFICACAO_PERFORMANCE,metricas,DEFER,raw+edw_stub,raw.dbo__FAIXA_CLASSIFICACAO_PERFORMANCE,staging.stg_metricas_faixa_classificacao_performance,edw.defer_faixa_classificacao_performance,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.FAIXA_FAROL,dbo__FAIXA_FAROL,metricas,DIM,raw+staging+edw,raw.dbo__FAIXA_FAROL,staging.stg_metricas_faixa_farol,edw.dim_faixa_farol,,edw,dimensional,DIM → edw.dim_faixa_farol
dbo.FAIXA_FAROL_ITEM,dbo__FAIXA_FAROL_ITEM,metricas,BRIDGE,raw+staging+edw,raw.dbo__FAIXA_FAROL_ITEM,staging.stg_metricas_faixa_farol_item,edw.brg_faixa_farol_item,,edw,bridge,BRIDGE → edw.brg_faixa_farol_item
dbo.FAROL,dbo__FAROL,metricas,DIM,raw+staging+edw,raw.dbo__FAROL,staging.stg_metricas_farol,edw.dim_farol,,edw,dimensional,DIM → edw.dim_farol
dbo.FEEDBACK_CONTINUO,dbo__FEEDBACK_CONTINUO,avaliacao,DIM,raw+staging+edw,raw.dbo__FEEDBACK_CONTINUO,staging.stg_avaliacao_feedback_continuo,edw.fact_feedback,,edw,dimensional,DIM → edw.fact_feedback
dbo.FILIAL,dbo__FILIAL,organizacao,DIM,raw+staging+edw,raw.dbo__FILIAL,staging.stg_organizacao_filial,edw.dim_filial,,edw,dimensional,DIM → edw.dim_filial
dbo.FORMULARIO,dbo__FORMULARIO,unclassified,DEFER,raw+edw_stub,raw.dbo__FORMULARIO,staging.stg_erp_formulario,edw.defer_formulario,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.FORMULARIO_AVALIACAO_ABA,dbo__FORMULARIO_AVALIACAO_ABA,avaliacao,DEFER,raw+edw_stub,raw.dbo__FORMULARIO_AVALIACAO_ABA,staging.stg_avaliacao_formulario_avaliacao_aba,edw.defer_formulario_avaliacao_aba,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.FORMULARIO_AVALIACAO_ABA_ITEM,dbo__FORMULARIO_AVALIACAO_ABA_ITEM,avaliacao,DEFER,raw+edw_stub,raw.dbo__FORMULARIO_AVALIACAO_ABA_ITEM,staging.stg_avaliacao_formulario_avaliacao_aba_item,edw.defer_formulario_avaliacao_aba_item,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.FORMULARIO_AVALIACAO_SUCESSAO,dbo__FORMULARIO_AVALIACAO_SUCESSAO,sucessao,DEFER,raw+edw_stub,raw.dbo__FORMULARIO_AVALIACAO_SUCESSAO,staging.stg_sucessao_formulario_avaliacao_sucessao,edw.defer_formulario_avaliacao_sucessao,,raw,ingestao_sucessao,DEFER — stub EDW; sem dados piloto
dbo.FORMULARIO_FEEDBACK_ABA,dbo__FORMULARIO_FEEDBACK_ABA,avaliacao,DIM,raw+staging+edw,raw.dbo__FORMULARIO_FEEDBACK_ABA,staging.stg_avaliacao_formulario_feedback_aba,edw.dim_formulario_feedback_aba,,edw,dimensional,DIM → edw.dim_formulario_feedback_aba
dbo.FORMULARIO_FEEDBACK_ABA_ITEM,dbo__FORMULARIO_FEEDBACK_ABA_ITEM,avaliacao,BRIDGE,raw+staging+edw,raw.dbo__FORMULARIO_FEEDBACK_ABA_ITEM,staging.stg_avaliacao_formulario_feedback_aba_item,edw.brg_formulario_feedback_aba_item,,edw,bridge,BRIDGE → edw.brg_formulario_feedback_aba_item
dbo.FORUM_CALIBRAGEM_SUCESSAO,dbo__FORUM_CALIBRAGEM_SUCESSAO,sucessao,DIM,raw+staging+edw,raw.dbo__FORUM_CALIBRAGEM_SUCESSAO,staging.stg_sucessao_forum_calibragem_sucessao,edw.dim_forum_calibragem_sucessao,,edw,dimensional,DIM → edw.dim_forum_calibragem_sucessao
dbo.FORUM_PARTICIPANTE_SUCESSAO,dbo__FORUM_PARTICIPANTE_SUCESSAO,colaborador,BRIDGE,raw+staging+edw,raw.dbo__FORUM_PARTICIPANTE_SUCESSAO,staging.stg_colaborador_forum_participante_sucessao,edw.brg_forum_participante_sucessao,,edw,bridge,BRIDGE → edw.brg_forum_participante_sucessao
dbo.FORUM_QUADRANTE_SUCESSAO_MODELO,dbo__FORUM_QUADRANTE_SUCESSAO_MODELO,sucessao,DIM,raw+staging+edw,raw.dbo__FORUM_QUADRANTE_SUCESSAO_MODELO,staging.stg_sucessao_forum_quadrante_sucessao_modelo,edw.dim_forum_quadrante_sucessao_modelo,,edw,dimensional,DIM → edw.dim_forum_quadrante_sucessao_modelo
dbo.FREQUENCIA_ACOMP,dbo__FREQUENCIA_ACOMP,metricas,DIM,raw+staging+edw,raw.dbo__FREQUENCIA_ACOMP,staging.stg_metricas_frequencia_acomp,edw.dim_frequencia_acomp,,edw,dimensional,DIM → edw.dim_frequencia_acomp
dbo.FREQUENCIA_VISUALIZACAO,dbo__FREQUENCIA_VISUALIZACAO,metricas,DIM,raw+staging+edw,raw.dbo__FREQUENCIA_VISUALIZACAO,staging.stg_metricas_frequencia_visualizacao,edw.dim_frequencia_visualizacao,,edw,dimensional,DIM → edw.dim_frequencia_visualizacao
dbo.FUNCAO_AREA,dbo__FUNCAO_AREA,organizacao,DEFER,raw+edw_stub,raw.dbo__FUNCAO_AREA,staging.stg_organizacao_funcao_area,edw.defer_funcao_area,,raw,ingestao_organizacao,DEFER — stub EDW; sem dados piloto
dbo.FUNCAO_CARGO,dbo__FUNCAO_CARGO,unclassified,DEFER,raw+edw_stub,raw.dbo__FUNCAO_CARGO,staging.stg_erp_funcao_cargo,edw.defer_funcao_cargo,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.FUNCAO_FORUM_SUCESSAO,dbo__FUNCAO_FORUM_SUCESSAO,sucessao,DEFER,raw+edw_stub,raw.dbo__FUNCAO_FORUM_SUCESSAO,staging.stg_sucessao_funcao_forum_sucessao,edw.defer_funcao_forum_sucessao,,raw,ingestao_sucessao,DEFER — stub EDW; sem dados piloto
dbo.FUNCAO_IMPACTO_SUCESSAO,dbo__FUNCAO_IMPACTO_SUCESSAO,sucessao,DEFER,raw+edw_stub,raw.dbo__FUNCAO_IMPACTO_SUCESSAO,staging.stg_sucessao_funcao_impacto_sucessao,edw.defer_funcao_impacto_sucessao,,raw,ingestao_sucessao,DEFER — stub EDW; sem dados piloto
dbo.FUNCAO_POTENCIAL_SUCESSAO,dbo__FUNCAO_POTENCIAL_SUCESSAO,sucessao,DEFER,raw+edw_stub,raw.dbo__FUNCAO_POTENCIAL_SUCESSAO,staging.stg_sucessao_funcao_potencial_sucessao,edw.defer_funcao_potencial_sucessao,,raw,ingestao_sucessao,DEFER — stub EDW; sem dados piloto
dbo.FUNCAO_RISCO_SUCESSAO,dbo__FUNCAO_RISCO_SUCESSAO,sucessao,DEFER,raw+edw_stub,raw.dbo__FUNCAO_RISCO_SUCESSAO,staging.stg_sucessao_funcao_risco_sucessao,edw.defer_funcao_risco_sucessao,,raw,ingestao_sucessao,DEFER — stub EDW; sem dados piloto
dbo.FUNCAO_SUCESSAO,dbo__FUNCAO_SUCESSAO,sucessao,DEFER,raw+edw_stub,raw.dbo__FUNCAO_SUCESSAO,staging.stg_sucessao_funcao_sucessao,edw.defer_funcao_sucessao,,raw,ingestao_sucessao,DEFER — stub EDW; sem dados piloto
dbo.FUNCIONALIDADE,dbo__FUNCIONALIDADE,plataforma,EXCLUDE,raw,raw.dbo__FUNCIONALIDADE,,,,raw,exclude,EXCLUDE — sem EDW (ADR-006)
dbo.FactorTriggerConfiguration,dbo__FactorTriggerConfiguration,metricas,DIM,raw+staging+edw,raw.dbo__FactorTriggerConfiguration,staging.stg_metricas_factortriggerconfiguration,edw.dim_factor_trigger_configuration,,edw,dimensional,DIM → edw.dim_factor_trigger_configuration
dbo.FeedbackHistory,dbo__FeedbackHistory,avaliacao,DIM,raw+staging+edw,raw.dbo__FeedbackHistory,staging.stg_avaliacao_feedbackhistory,edw.dim_feedback_history,,edw,dimensional,DIM → edw.dim_feedback_history
dbo.FeedbackParticipant,dbo__FeedbackParticipant,avaliacao,DIM,raw+staging+edw,raw.dbo__FeedbackParticipant,staging.stg_avaliacao_feedbackparticipant,edw.dim_feedback_participant,,edw,dimensional,DIM → edw.dim_feedback_participant
dbo.FilePermission,dbo__FilePermission,unclassified,DEFER,raw+edw_stub,raw.dbo__FilePermission,staging.stg_erp_filepermission,edw.defer_filepermission,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.ForumSyncLog,dbo__ForumSyncLog,colaborador,DEFER,raw+edw_stub,raw.dbo__ForumSyncLog,staging.stg_colaborador_forumsynclog,edw.defer_forumsynclog,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.GESTOR_MARCADOR_ACAO,dbo__GESTOR_MARCADOR_ACAO,acao,DEFER,raw+edw_stub,raw.dbo__GESTOR_MARCADOR_ACAO,staging.stg_acao_gestor_marcador_acao,edw.defer_gestor_marcador_acao,,raw,ingestao_acao,DEFER — stub EDW; sem dados piloto
dbo.GRANDEZA,dbo__GRANDEZA,referencia,REF,raw+staging+edw,raw.dbo__GRANDEZA,staging.stg_referencia_grandeza,edw.ref_grandeza,,edw,ref,REF → edw.ref_grandeza
dbo.GRUPO_CARGO,dbo__GRUPO_CARGO,organizacao,DIM,raw+staging+edw,raw.dbo__GRUPO_CARGO,staging.stg_organizacao_grupo_cargo,edw.dim_grupo_cargo,,edw,dimensional,DIM → edw.dim_grupo_cargo
dbo.GRUPO_CARGO_AVALIACAO,dbo__GRUPO_CARGO_AVALIACAO,avaliacao,DEFER,raw+edw_stub,raw.dbo__GRUPO_CARGO_AVALIACAO,staging.stg_avaliacao_grupo_cargo_avaliacao,edw.defer_grupo_cargo_avaliacao,,raw,ingestao_avaliacao,DEFER — stub EDW; sem dados piloto
dbo.GRUPO_FUNCIONALIDADE,dbo__GRUPO_FUNCIONALIDADE,organizacao,DIM,raw+staging+edw,raw.dbo__GRUPO_FUNCIONALIDADE,staging.stg_organizacao_grupo_funcionalidade,edw.dim_grupo_funcionalidade,,edw,dimensional,DIM → edw.dim_grupo_funcionalidade
dbo.GRUPO_INDICADOR,dbo__GRUPO_INDICADOR,referencia,DEFER,raw+edw_stub,raw.dbo__GRUPO_INDICADOR,staging.stg_referencia_grupo_indicador,edw.defer_grupo_indicador,,raw,ingestao_referencia,DEFER — stub EDW; sem dados piloto
dbo.GRUPO_INDICADOR_ASSOCIADO,dbo__GRUPO_INDICADOR_ASSOCIADO,metricas,DEFER,raw+edw_stub,raw.dbo__GRUPO_INDICADOR_ASSOCIADO,staging.stg_metricas_grupo_indicador_associado,edw.defer_grupo_indicador_associado,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.GRUPO_INDICADOR_ASSOCIADO_BOOK,dbo__GRUPO_INDICADOR_ASSOCIADO_BOOK,unclassified,DEFER,raw+edw_stub,raw.dbo__GRUPO_INDICADOR_ASSOCIADO_BOOK,staging.stg_erp_grupo_indicador_associado_book,edw.defer_grupo_indicador_associado_book,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.GRUPO_INDICADOR_BOOK,dbo__GRUPO_INDICADOR_BOOK,unclassified,DEFER,raw+edw_stub,raw.dbo__GRUPO_INDICADOR_BOOK,staging.stg_erp_grupo_indicador_book,edw.defer_grupo_indicador_book,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.GRUPO_PAGTO,dbo__GRUPO_PAGTO,metricas,DIM,raw+staging+edw,raw.dbo__GRUPO_PAGTO,staging.stg_metricas_grupo_pagto,edw.dim_grupo_pagto,,edw,dimensional,DIM → edw.dim_grupo_pagto
dbo.GRUPO_USUARIO,dbo__GRUPO_USUARIO,organizacao,DIM,raw+staging+edw,raw.dbo__GRUPO_USUARIO,staging.stg_organizacao_grupo_usuario,edw.dim_grupo_usuario,,edw,dimensional,DIM → edw.dim_grupo_usuario
dbo.Goal,dbo__Goal,unclassified,DEFER,raw+edw_stub,raw.dbo__Goal,staging.stg_erp_goal,edw.defer_goal,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.GoalAttachment,dbo__GoalAttachment,colaborador,FACT,raw+staging+edw,raw.dbo__GoalAttachment,staging.stg_colaborador_goalattachment,edw.fact_goal_attachment,,edw,fatos,FACT → edw.fact_goal_attachment
dbo.GoalAudit,dbo__GoalAudit,organizacao,DEFER,raw+edw_stub,raw.dbo__GoalAudit,staging.stg_organizacao_goalaudit,edw.defer_goalaudit,,raw,ingestao_organizacao,DEFER — stub EDW; sem dados piloto
dbo.GoalAuditHistory,dbo__GoalAuditHistory,colaborador,DEFER,raw+edw_stub,raw.dbo__GoalAuditHistory,staging.stg_colaborador_goalaudithistory,edw.defer_goalaudithistory,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.GoalBookAttachment,dbo__GoalBookAttachment,colaborador,DEFER,raw+edw_stub,raw.dbo__GoalBookAttachment,staging.stg_colaborador_goalbookattachment,edw.defer_goalbookattachment,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.GoalCache,dbo__GoalCache,unclassified,DEFER,raw+edw_stub,raw.dbo__GoalCache,staging.stg_erp_goalcache,edw.defer_goalcache,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.GoalCacheQueue,dbo__GoalCacheQueue,unclassified,DEFER,raw+edw_stub,raw.dbo__GoalCacheQueue,staging.stg_erp_goalcachequeue,edw.defer_goalcachequeue,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.GoalDiscussion,dbo__GoalDiscussion,colaborador,DIM,raw+staging+edw,raw.dbo__GoalDiscussion,staging.stg_colaborador_goaldiscussion,edw.dim_goal_discussion,,edw,dimensional,DIM → edw.dim_goal_discussion
dbo.GoalObservation,dbo__GoalObservation,metricas,DEFER,raw+edw_stub,raw.dbo__GoalObservation,staging.stg_metricas_goalobservation,edw.defer_goalobservation,,raw,ingestao_metricas,DEFER — stub EDW; sem dados piloto
dbo.GoalPendencyValueImport,dbo__GoalPendencyValueImport,metricas,DIM,raw+staging+edw,raw.dbo__GoalPendencyValueImport,staging.stg_metricas_goalpendencyvalueimport,edw.dim_goal_pendency_value_import,,edw,dimensional,DIM → edw.dim_goal_pendency_value_import
dbo.GoalResponsible,dbo__GoalResponsible,unclassified,DEFER,raw+edw_stub,raw.dbo__GoalResponsible,staging.stg_erp_goalresponsible,edw.defer_goalresponsible,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.GoalValue,dbo__GoalValue,unclassified,DEFER,raw+edw_stub,raw.dbo__GoalValue,staging.stg_erp_goalvalue,edw.defer_goalvalue,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.GoalWorkflow,dbo__GoalWorkflow,metricas,DIM,raw+staging+edw,raw.dbo__GoalWorkflow,staging.stg_metricas_goalworkflow,edw.dim_goal_workflow,,edw,dimensional,DIM → edw.dim_goal_workflow
dbo.GoalWorkflowAreaEmployeeApprover,dbo__GoalWorkflowAreaEmployeeApprover,organizacao,DEFER,raw+edw_stub,raw.dbo__GoalWorkflowAreaEmployeeApprover,staging.stg_organizacao_goalworkflowareaemployeeapprover,edw.defer_goalworkflowareaemployeeapprover,,raw,ingestao_organizacao,DEFER — stub EDW; sem dados piloto
dbo.GoalWorkflowCustomStep,dbo__GoalWorkflowCustomStep,metricas,DIM,raw+staging+edw,raw.dbo__GoalWorkflowCustomStep,staging.stg_metricas_goalworkflowcustomstep,edw.dim_goal_workflow_custom_step,,edw,dimensional,DIM → edw.dim_goal_workflow_custom_step
dbo.GoalWorkflowStep,dbo__GoalWorkflowStep,metricas,DIM,raw+staging+edw,raw.dbo__GoalWorkflowStep,staging.stg_metricas_goalworkflowstep,edw.dim_goal_workflow_step,,edw,dimensional,DIM → edw.dim_goal_workflow_step
dbo.GroupJobAccessGroup,dbo__GroupJobAccessGroup,unclassified,DEFER,raw+edw_stub,raw.dbo__GroupJobAccessGroup,staging.stg_erp_groupjobaccessgroup,edw.defer_groupjobaccessgroup,,raw,ingestao_erp,DEFER — stub EDW; sem dados piloto
dbo.GroupOfEmployees,dbo__GroupOfEmployees,colaborador,DEFER,raw+edw_stub,raw.dbo__GroupOfEmployees,staging.stg_colaborador_groupofemployees,edw.defer_groupofemployees,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.GroupOfEmployeesParticipants,dbo__GroupOfEmployeesParticipants,colaborador,DEFER,raw+edw_stub,raw.dbo__GroupOfEmployeesParticipants,staging.stg_colaborador_groupofemployeesparticipants,edw.defer_groupofemployeesparticipants,,raw,ingestao_colaborador,DEFER — stub EDW; sem dados piloto
dbo.HISTORICO_CARGO,dbo__HISTORICO_CARGO,colaborador,FACT,raw+staging+edw,raw.dbo__HISTORICO_CARGO,staging.stg_colaborador_historico_cargo,edw.fact_historico_cargo,,edw,fatos,FACT → edw.fact_historico_cargo
dbo.HISTORICO_COLABORADOR_AREA,dbo__HISTORICO_COLABORADOR_AREA,colaborador,BRIDGE,raw+staging+edw,raw.dbo__HISTORICO_COLABORADOR_AREA,staging.stg_colaborador_historico_colaborador_area,edw.brg_historico_area,,edw,bridge,BRIDGE → edw.brg_historico_area
