silver_domain,silver_table,bronze,erp_key,dimensional_role,reuse_action,snowflake_candidate,grain,row_count_afya,row_count_allos,status,wave,notes
colaborador,instancia_comite,dbo__INSTANCIA_COMITE,dbo.INSTANCIA_COMITE,DIM,REUSE_AS_DIM,DIM_INSTANCIA_COMITE,,744,0,implemented,9,
colaborador,instancia_comite_sucessao,dbo__INSTANCIA_COMITE_SUCESSAO,dbo.INSTANCIA_COMITE_SUCESSAO,DIM,REUSE_AS_DIM,DIM_INSTANCIA_COMITE_SUCESSAO,,1,0,implemented,9,
colaborador,instancia_participante_sucessao,dbo__INSTANCIA_PARTICIPANTE_SUCESSAO,dbo.INSTANCIA_PARTICIPANTE_SUCESSAO,BRIDGE,REUSE_AS_BRIDGE,BRG_INSTANCIA_PARTICIPANTE_SUCESSAO,,1,0,implemented,9,
colaborador,job_evaluation_answer_succession,dbo__JobEvaluationAnswerSuccession,dbo.JobEvaluationAnswerSuccession,DEFER,REFINE,,,0,0,implemented,9,
colaborador,kpi_stakeholder,dbo__KPIStakeholder,dbo.KPIStakeholder,DEFER,REFINE,,,0,0,implemented,9,
colaborador,label_employee,dbo__LabelEmployee,dbo.LabelEmployee,DEFER,REFINE,,,0,0,implemented,9,
colaborador,language_level,dbo__LanguageLevel,dbo.LanguageLevel,DIM,REUSE_AS_DIM,DIM_LANGUAGE_LEVEL,,207,80,implemented,9,
colaborador,meta_data_extract,dbo__META_DATA_EXTRACT,dbo.META_DATA_EXTRACT,DEFER,REFINE,,,0,0,implemented,9,
colaborador,motivations,dbo__Motivations,dbo.Motivations,DIM,REUSE_AS_DIM,DIM_MOTIVATIONS,,211,85,implemented,9,
colaborador,nine_box_calibrados,dbo__NINE_BOX_CALIBRADOS,dbo.NINE_BOX_CALIBRADOS,FACT,REUSE_AS_FACT,FACT_NINE_BOX_CALIBRADOS,,8218,0,implemented,9,
colaborador,notificacao_lida,dbo__NOTIFICACAO_LIDA,dbo.NOTIFICACAO_LIDA,DIM,REUSE_AS_DIM,DIM_NOTIFICACAO_LIDA,,0,10,implemented,9,
colaborador,need,dbo__Need,dbo.Need,DEFER,REFINE,,,0,0,implemented,9,
colaborador,perfil_usuario,dbo__PERFIL_USUARIO,dbo.PERFIL_USUARIO,DIM,REUSE_AS_DIM,DIM_PERFIL_USUARIO,,44,0,implemented,9,
colaborador,permissao_dashboard,dbo__PERMISSAO_DASHBOARD,dbo.PERMISSAO_DASHBOARD,DEFER,REFINE,,,0,0,implemented,9,
colaborador,processo,dbo__PROCESSO,dbo.PROCESSO,DIM,REUSE_AS_DIM,DIM_PROCESSO,,2,2,implemented,9,
colaborador,psw_colaborador,dbo__PSW_COLABORADOR,dbo.PSW_COLABORADOR,FACT,REUSE_AS_FACT,FACT_PSW_COLABORADOR,,12396,8307,implemented,9,
colaborador,psw_colaborador_item,dbo__PSW_COLABORADOR_ITEM,dbo.PSW_COLABORADOR_ITEM,BRIDGE,REUSE_AS_BRIDGE,BRG_PSW_COLABORADOR_ITEM,,12390,8299,implemented,9,
colaborador,permissao_financeira,dbo__PermissaoFinanceira,dbo.PermissaoFinanceira,DEFER,REFINE,,,0,0,implemented,9,
colaborador,personal_characteristics,dbo__PersonalCharacteristics,dbo.PersonalCharacteristics,DIM,REUSE_AS_DIM,DIM_PERSONAL_CHARACTERISTICS,,229,87,implemented,9,
colaborador,presentation_favorite_slide,dbo__PresentationFavoriteSlide,dbo.PresentationFavoriteSlide,DIM,REUSE_AS_DIM,DIM_PRESENTATION_FAVORITE_SLIDE,,0,1,implemented,9,
colaborador,professional_experience,dbo__ProfessionalExperience,dbo.ProfessionalExperience,DIM,REUSE_AS_DIM,DIM_PROFESSIONAL_EXPERIENCE,,173,63,implemented,9,
colaborador,profile_edit_permission,dbo__ProfileEditPermission,dbo.ProfileEditPermission,DIM,REUSE_AS_DIM,DIM_PROFILE_EDIT_PERMISSION,,9,5,implemented,9,
colaborador,response,dbo__Response,dbo.Response,DEFER,REFINE,,,0,0,implemented,9,
colaborador,server_cache_preferences_management_cycle,dbo__ServerCachePreferencesManagementCycle,dbo.ServerCachePreferencesManagementCycle,DIM,REUSE_AS_DIM,DIM_SERVER_CACHE_PREFERENCES_MANAGEMENT_CYCLE,,9,9,implemented,9,
colaborador,sport,dbo__Sport,dbo.Sport,DIM,REUSE_AS_DIM,DIM_SPORT,,370,159,implemented,9,
colaborador,stakeholder,dbo__Stakeholder,dbo.Stakeholder,DEFER,REFINE,,,0,0,implemented,9,
colaborador,stakeholders_committees,dbo__StakeholdersCommittees,dbo.StakeholdersCommittees,DEFER,REFINE,,,0,0,implemented,9,
colaborador,stakeholders_project,dbo__StakeholdersProject,dbo.StakeholdersProject,DEFER,REFINE,,,0,0,implemented,9,
colaborador,system_knowledge,dbo__SystemKnowledge,dbo.SystemKnowledge,DIM,REUSE_AS_DIM,DIM_SYSTEM_KNOWLEDGE,,19,9,implemented,9,
colaborador,termo_aceite_secao,dbo__TERMO_ACEITE_SECAO,dbo.TERMO_ACEITE_SECAO,DIM,REUSE_AS_DIM,DIM_TERMO_ACEITE_SECAO,,9,5,implemented,9,
colaborador,theme,dbo__Theme,dbo.Theme,DIM,REUSE_AS_DIM,DIM_THEME,,0,2,implemented,9,
colaborador,theme_history,dbo__ThemeHistory,dbo.ThemeHistory,DIM,REUSE_AS_DIM,DIM_THEME_HISTORY,,0,25,implemented,9,
colaborador,theme_share,dbo__ThemeShare,dbo.ThemeShare,FACT,REUSE_AS_FACT,FACT_THEME_SHARE,,0,1206,implemented,9,
colaborador,volunteer_experience,dbo__VolunteerExperience,dbo.VolunteerExperience,DIM,REUSE_AS_DIM,DIM_VOLUNTEER_EXPERIENCE,,21,3,implemented,9,
colaborador,volunteer_function,dbo__VolunteerFunction,dbo.VolunteerFunction,DIM,REUSE_AS_DIM,DIM_VOLUNTEER_FUNCTION,,10,2,implemented,9,
colaborador,welcome_support_employee,dbo__WelcomeSupportEmployee,dbo.WelcomeSupportEmployee,DEFER,REFINE,,,0,0,implemented,9,
metricas,meta,dbo__META,dbo.META,DIM,REUSE_AS_DIM,DIM_META,,29484,50000,implemented,2,Allos TOP 50k amostra
metricas,indicador,dbo__INDICADOR,dbo.INDICADOR,DIM,REUSE_AS_DIM,DIM_INDICADOR,,46,336,implemented,2,
metricas,valor_meta,dbo__VALOR_META,dbo.VALOR_META,FACT,REUSE_AS_FACT,FACT_VALOR_META,"tenant_slug, id_meta, id_periodo_apuracao",38293,50000,implemented,2,
metricas,nota_meta,dbo__NOTA_META,dbo.NOTA_META,FACT,REUSE_AS_FACT,FACT_NOTA_META,"tenant_slug, id_meta, id_periodo_apuracao",11761,50000,implemented,2,
metricas,expressao_calculo,dbo__EXPRESSAO_CALCULO_META,dbo.EXPRESSAO_CALCULO_META,FACT,REUSE_AS_FACT,FACT_EXPRESSAO_CALCULO,,27432,50000,implemented,2,
metricas,periodo_gestao,dbo__PERIODO_GESTAO,dbo.PERIODO_GESTAO,DIM,REUSE_AS_DIM,DIM_PERIODO_GESTAO,,3,6,implemented,2,
metricas,periodo_apuracao,dbo__PERIODO_APURACAO,dbo.PERIODO_APURACAO,DIM,REUSE_AS_DIM,DIM_PERIODO_APURACAO,,5,4,implemented,2,
metricas,valor_matriz,dbo__ValorMatriz,dbo.ValorMatriz,DEFER,REUSE_AS_FACT,,"tenant_slug, fk_matriz, fk_membro_dimensao1, fk_membro_dimensao2, dt_ref",0,0,implemented,5,Fato de células da matriz de performance (previsto/realizado pontual e acumulado por DtRef × FkMatriz × MembroDimensao).
metricas,matriz,dbo__Matriz,dbo.Matriz,DEFER,REFINE,,,0,0,implemented,5,
metricas,membro_dimensao,dbo__MembroDimensao,dbo.MembroDimensao,DEFER,REFINE,,,0,0,implemented,5,
metricas,strategy_cycle,dbo__StrategyCycle,dbo.StrategyCycle,DEFER,REFINE,,,0,0,implemented,5,Estratégia fundida em metricas (ADR-014)
metricas,objective,okr__Objective,okr.Objective,DEFER,REFINE,,,0,0,implemented,6,OKR no CH database metricas (ADR-013); sem FK para dbo.META
metricas,key_result,okr__KeyResult,okr.KeyResult,DEFER,REFINE,,,0,0,implemented,6,
metricas,key_result_value,okr__KeyResultValue,okr.KeyResultValue,DEFER,REFINE,,,0,0,implemented,6,
metricas,key_result_progress,okr__KeyResultProgress,okr.KeyResultProgress,DEFER,REFINE,,,0,0,implemented,6,
metricas,objective_progress,okr__ObjectiveProgress,okr.ObjectiveProgress,DEFER,REFINE,,,0,0,implemented,6,
metricas,objective_tree,okr__ObjectiveTree,okr.ObjectiveTree,DEFER,REFINE,,,0,0,implemented,6,
metricas,employee_key_result,okr__EmployeeKeyResult,okr.EmployeeKeyResult,DEFER,REFINE,,,0,0,implemented,6,
metricas,to_do_kr,okr__ToDoKR,okr.ToDoKR,DEFER,REFINE,,,0,0,implemented,6,
metricas,area_book,dbo__AREA_BOOK,dbo.AREA_BOOK,DEFER,REFINE,,,0,0,implemented,11,
metricas,advance_payment_config,dbo__AdvancePaymentConfig,dbo.AdvancePaymentConfig,DEFER,REFINE,,,0,0,implemented,11,
metricas,area_history_config,dbo__AreaHistoryConfig,dbo.AreaHistoryConfig,DIM,REUSE_AS_DIM,DIM_AREA_HISTORY_CONFIG,,1,0,implemented,11,
metricas,areas_group,dbo__AreasGroup,dbo.AreasGroup,DEFER,REFINE,,,0,0,implemented,11,
metricas,arvore_membros_quebra,dbo__ArvoreMembrosQuebra,dbo.ArvoreMembrosQuebra,DEFER,REFINE,,,0,0,implemented,11,
metricas,code_generator,dbo__CODE_GENERATOR,dbo.CODE_GENERATOR,DIM,REUSE_AS_DIM,DIM_CODE_GENERATOR,,17,26,implemented,11,
metricas,colaborador_score,dbo__COLABORADOR_SCORE,dbo.COLABORADOR_SCORE,DEFER,REFINE,,,0,0,implemented,11,
metricas,curva_multiplo,dbo__CURVA_MULTIPLO,dbo.CURVA_MULTIPLO,DIM,REUSE_AS_DIM,DIM_CURVA_MULTIPLO,,149,240,implemented,11,
metricas,curva_pontuacao,dbo__CURVA_PONTUACAO,dbo.CURVA_PONTUACAO,DEFER,REFINE,,,0,0,implemented,11,
metricas,curva_premiacao,dbo__CURVA_PREMIACAO,dbo.CURVA_PREMIACAO,DIM,REUSE_AS_DIM,DIM_CURVA_PREMIACAO,,26,14,implemented,11,
metricas,calibration_group_discretionary,dbo__CalibrationGroupDiscretionary,dbo.CalibrationGroupDiscretionary,DIM,REUSE_AS_DIM,DIM_CALIBRATION_GROUP_DISCRETIONARY,,54,0,implemented,11,
metricas,category_analysis,dbo__CategoryAnalysis,dbo.CategoryAnalysis,DEFER,REFINE,,,0,0,implemented,11,
metricas,concept_discretionary,dbo__ConceptDiscretionary,dbo.ConceptDiscretionary,DIM,REUSE_AS_DIM,DIM_CONCEPT_DISCRETIONARY,,0,10,implemented,11,
metricas,diretriz,dbo__DIRETRIZ,dbo.DIRETRIZ,DIM,REUSE_AS_DIM,DIM_DIRETRIZ,,181,11,implemented,11,
metricas,dimensao,dbo__Dimensao,dbo.Dimensao,DEFER,REFINE,,,0,0,implemented,11,
metricas,extract_control,dbo__ExtractControl,dbo.ExtractControl,DEFER,REFINE,,,0,0,implemented,11,
metricas,faixa_classificacao,dbo__FAIXA_CLASSIFICACAO,dbo.FAIXA_CLASSIFICACAO,DEFER,REFINE,,,0,0,implemented,11,
metricas,faixa_classificacao_performance,dbo__FAIXA_CLASSIFICACAO_PERFORMANCE,dbo.FAIXA_CLASSIFICACAO_PERFORMANCE,DEFER,REFINE,,,0,0,implemented,11,
metricas,faixa_farol,dbo__FAIXA_FAROL,dbo.FAIXA_FAROL,DIM,REUSE_AS_DIM,DIM_FAIXA_FAROL,,2,2,implemented,11,
metricas,faixa_farol_item,dbo__FAIXA_FAROL_ITEM,dbo.FAIXA_FAROL_ITEM,BRIDGE,REUSE_AS_BRIDGE,BRG_FAIXA_FAROL_ITEM,,7,6,implemented,11,
metricas,farol,dbo__FAROL,dbo.FAROL,DIM,REUSE_AS_DIM,DIM_FAROL,,8,8,implemented,11,
metricas,frequencia_acomp,dbo__FREQUENCIA_ACOMP,dbo.FREQUENCIA_ACOMP,DIM,REUSE_AS_DIM,DIM_FREQUENCIA_ACOMP,,9,9,implemented,11,
metricas,frequencia_visualizacao,dbo__FREQUENCIA_VISUALIZACAO,dbo.FREQUENCIA_VISUALIZACAO,DIM,REUSE_AS_DIM,DIM_FREQUENCIA_VISUALIZACAO,,13,13,implemented,11,
metricas,factor_trigger_configuration,dbo__FactorTriggerConfiguration,dbo.FactorTriggerConfiguration,DIM,REUSE_AS_DIM,DIM_FACTOR_TRIGGER_CONFIGURATION,,0,25,implemented,11,
metricas,grupo_indicador_associado,dbo__GRUPO_INDICADOR_ASSOCIADO,dbo.GRUPO_INDICADOR_ASSOCIADO,DEFER,REFINE,,,0,0,implemented,11,
metricas,grupo_pagto,dbo__GRUPO_PAGTO,dbo.GRUPO_PAGTO,DIM,REUSE_AS_DIM,DIM_GRUPO_PAGTO,,5,126,implemented,11,
metricas,goal_observation,dbo__GoalObservation,dbo.GoalObservation,DEFER,REFINE,,,0,0,implemented,11,
metricas,goal_pendency_value_import,dbo__GoalPendencyValueImport,dbo.GoalPendencyValueImport,DIM,REUSE_AS_DIM,DIM_GOAL_PENDENCY_VALUE_IMPORT,,84,0,implemented,11,
metricas,goal_workflow,dbo__GoalWorkflow,dbo.GoalWorkflow,DIM,REUSE_AS_DIM,DIM_GOAL_WORKFLOW,,5,6,implemented,11,
metricas,goal_workflow_custom_step,dbo__GoalWorkflowCustomStep,dbo.GoalWorkflowCustomStep,DIM,REUSE_AS_DIM,DIM_GOAL_WORKFLOW_CUSTOM_STEP,,0,2,implemented,11,
metricas,goal_workflow_step,dbo__GoalWorkflowStep,dbo.GoalWorkflowStep,DIM,REUSE_AS_DIM,DIM_GOAL_WORKFLOW_STEP,,6,12,implemented,11,
metricas,indicador_tipometa,dbo__INDICADOR_TIPOMETA,dbo.INDICADOR_TIPOMETA,DIM,REUSE_AS_DIM,DIM_INDICADOR_TIPOMETA,,1,2,implemented,11,
metricas,indicador_tipometa_book,dbo__INDICADOR_TIPOMETA_BOOK,dbo.INDICADOR_TIPOMETA_BOOK,DEFER,REFINE,,,0,0,implemented,11,
metricas,info_nota_meta,dbo__INFO_NOTA_META,dbo.INFO_NOTA_META,FACT,REUSE_AS_FACT,FACT_INFO_NOTA_META,,3805,20054,implemented,11,
metricas,initiative,dbo__Initiative,dbo.Initiative,DEFER,REFINE,,,0,0,implemented,11,
metricas,item_swot_analysis,dbo__ItemSwotAnalysis,dbo.ItemSwotAnalysis,DEFER,REFINE,,,0,0,implemented,11,
metricas,item_swot_analysis_relationship,dbo__ItemSwotAnalysisRelationship,dbo.ItemSwotAnalysisRelationship,DEFER,REFINE,,,0,0,implemented,11,
metricas,item_swot_analysis_relationship_item_swot_analysis,dbo__ItemSwotAnalysisRelationshipItemSwotAnalysis,dbo.ItemSwotAnalysisRelationshipItemSwotAnalysis,DEFER,REFINE,,,0,0,implemented,11,
metricas,label_goal,dbo__LabelGoal,dbo.LabelGoal,FACT,REUSE_AS_FACT,FACT_LABEL_GOAL,,0,50000,implemented,11,
metricas,metabook,dbo__METABOOK,dbo.METABOOK,DEFER,REFINE,,,0,0,implemented,11,
metricas,monthly_goal,dbo__MonthlyGoal,dbo.MonthlyGoal,DEFER,REFINE,,,0,0,implemented,11,
metricas,nivel,dbo__NIVEL,dbo.NIVEL,DIM,REUSE_AS_DIM,DIM_NIVEL,,54,126,implemented,11,
metricas,nota_book,dbo__NOTA_BOOK,dbo.NOTA_BOOK,DEFER,REFINE,,,0,0,implemented,11,
metricas,nota_meta_book,dbo__NOTA_META_BOOK,dbo.NOTA_META_BOOK,DEFER,REFINE,,,0,0,implemented,11,
metricas,nivel_membros,dbo__NivelMembros,dbo.NivelMembros,DEFER,REFINE,,,0,0,implemented,11,
metricas,normalization_curve_point,dbo__NormalizationCurvePoint,dbo.NormalizationCurvePoint,DIM,REUSE_AS_DIM,DIM_NORMALIZATION_CURVE_POINT,,0,5,implemented,11,
metricas,perspective,dbo__Perspective,dbo.Perspective,DEFER,REFINE,,,0,0,implemented,11,
metricas,pool,dbo__Pool,dbo.Pool,DIM,REUSE_AS_DIM,DIM_POOL,,0,4,implemented,11,
metricas,range_discretionary,dbo__RangeDiscretionary,dbo.RangeDiscretionary,DIM,REUSE_AS_DIM,DIM_RANGE_DISCRETIONARY,,0,10,implemented,11,
metricas,rel_upper_goal,dbo__RelUpperGoal,dbo.RelUpperGoal,DIM,REUSE_AS_DIM,DIM_REL_UPPER_GOAL,,29,345,implemented,11,
metricas,score_values_rv,dbo__ScoreValuesRV,dbo.ScoreValuesRV,FACT,REUSE_AS_FACT,FACT_SCORE_VALUES_RV,,4090,9876,implemented,11,
metricas,strategy_action,dbo__StrategyAction,dbo.StrategyAction,DEFER,REFINE,,,0,0,implemented,11,
metricas,strategy_analysis,dbo__StrategyAnalysis,dbo.StrategyAnalysis,DEFER,REFINE,,,0,0,implemented,11,
metricas,strategy_analysis_attachment,dbo__StrategyAnalysisAttachment,dbo.StrategyAnalysisAttachment,DEFER,REFINE,,,0,0,implemented,11,
metricas,strategy_goal,dbo__StrategyGoal,dbo.StrategyGoal,DEFER,REFINE,,,0,0,implemented,11,
metricas,strategy_goal_metric,dbo__StrategyGoalMetric,dbo.StrategyGoalMetric,DEFER,REFINE,,,0,0,implemented,11,
metricas,strategy_goal_metric_value,dbo__StrategyGoalMetricValue,dbo.StrategyGoalMetricValue,DEFER,REFINE,,,0,0,implemented,11,
metricas,strategy_goal_project,dbo__StrategyGoalProject,dbo.StrategyGoalProject,DEFER,REFINE,,,0,0,implemented,11,
metricas,strategy_goal_project_value,dbo__StrategyGoalProjectValue,dbo.StrategyGoalProjectValue,DEFER,REFINE,,,0,0,implemented,11,
metricas,swot_analysis,dbo__SwotAnalysis,dbo.SwotAnalysis,DEFER,REFINE,,,0,0,implemented,11,
metricas,termo_aceite,dbo__TERMO_ACEITE,dbo.TERMO_ACEITE,DIM,REUSE_AS_DIM,DIM_TERMO_ACEITE,,3,3,implemented,11,
metricas,trigger,dbo__Trigger,dbo.Trigger,DIM,REUSE_AS_DIM,DIM_TRIGGER,,114,2,implemented,11,
metricas,trigger_curve,dbo__TriggerCurve,dbo.TriggerCurve,DIM,REUSE_AS_DIM,DIM_TRIGGER_CURVE,,114,2,implemented,11,
metricas,trigger_curve_item,dbo__TriggerCurveItem,dbo.TriggerCurveItem,DIM,REUSE_AS_DIM,DIM_TRIGGER_CURVE_ITEM,,340,2,implemented,11,
metricas,valor_meta_book,dbo__VALOR_META_BOOK,dbo.VALOR_META_BOOK,DEFER,REFINE,,,0,0,implemented,11,
metricas,visao,dbo__Visao,dbo.Visao,DEFER,REFINE,,,0,0,implemented,11,
metricas,year_personal_goal,dbo__YearPersonalGoal,dbo.YearPersonalGoal,DIM,REUSE_AS_DIM,DIM_YEAR_PERSONAL_GOAL,,203,77,implemented,11,
organizacao,area,dbo__AREA,dbo.AREA,DIM,REUSE_AS_DIM,DIM_AREA,,34632,2135,implemented,1,
organizacao,cargo,dbo__CARGO,dbo.CARGO,DIM,REUSE_AS_DIM,DIM_CARGO,,50000,41,implemented,1,Allos/Afya TOP 50k amostra em CARGO
organizacao,grupo_usuario,dbo__GRUPO_USUARIO,dbo.GRUPO_USUARIO,DIM,REUSE_AS_DIM,DIM_GRUPO_USUARIO,,14,7,implemented,1,
organizacao,filial,dbo__FILIAL,dbo.FILIAL,DIM,REUSE_AS_DIM,DIM_FILIAL,,85,94,implemented,1,
organizacao,perfil_area,dbo__PERFIL_AREA,dbo.PERFIL_AREA,BRIDGE,REUSE_AS_BRIDGE,BRG_PERFIL_AREA,,9714,12231,implemented,1,
organizacao,area_interesse_mudanca_avaliado,competences__AREA_INTERESSE_MUDANCA_AVALIADO,competences.AREA_INTERESSE_MUDANCA_AVALIADO,DEFER,REFINE,,,0,0,implemented,5,
organizacao,administrador_local_filial,dbo__ADMINISTRADOR_LOCAL_FILIAL,dbo.ADMINISTRADOR_LOCAL_FILIAL,DIM,REUSE_AS_DIM,DIM_ADMINISTRADOR_LOCAL_FILIAL,,0,133,implemented,5,
organizacao,area_forum_sucessao,dbo__AREA_FORUM_SUCESSAO,dbo.AREA_FORUM_SUCESSAO,DIM,REUSE_AS_DIM,DIM_AREA_FORUM_SUCESSAO,,1,0,implemented,5,
organizacao,area_history,dbo__AreaHistory,dbo.AreaHistory,FACT,REUSE_AS_FACT,FACT_AREA_HISTORY,,11579,11037,implemented,5,
organizacao,areas_group_item,dbo__AreasGroupItem,dbo.AreasGroupItem,DEFER,REFINE,,,0,0,implemented,5,
organizacao,book,dbo__BOOK,dbo.BOOK,DEFER,REFINE,,,0,0,implemented,5,
organizacao,company,dbo__Company,dbo.Company,DIM,REUSE_AS_DIM,DIM_COMPANY,,151,50,implemented,5,
organizacao,custom_grade_formation,dbo__CustomGradeFormation,dbo.CustomGradeFormation,DIM,REUSE_AS_DIM,DIM_CUSTOM_GRADE_FORMATION,,0,72,implemented,5,
organizacao,deliberacao_forum_avaliado,dbo__DELIBERACAO_FORUM_AVALIADO,dbo.DELIBERACAO_FORUM_AVALIADO,DEFER,REFINE,,,0,0,implemented,5,
organizacao,funcao_area,dbo__FUNCAO_AREA,dbo.FUNCAO_AREA,DEFER,REFINE,,,0,0,implemented,5,
organizacao,grupo_cargo,dbo__GRUPO_CARGO,dbo.GRUPO_CARGO,DIM,REUSE_AS_DIM,DIM_GRUPO_CARGO,,168,1,implemented,5,
organizacao,grupo_funcionalidade,dbo__GRUPO_FUNCIONALIDADE,dbo.GRUPO_FUNCIONALIDADE,DIM,REUSE_AS_DIM,DIM_GRUPO_FUNCIONALIDADE,,73,73,implemented,5,
organizacao,goal_audit,dbo__GoalAudit,dbo.GoalAudit,DEFER,REFINE,,,0,0,implemented,5,
organizacao,goal_workflow_area_employee_approver,dbo__GoalWorkflowAreaEmployeeApprover,dbo.GoalWorkflowAreaEmployeeApprover,DEFER,REFINE,,,0,0,implemented,5,
organizacao,history_section,dbo__HistorySection,dbo.HistorySection,FACT,REUSE_AS_FACT,FACT_HISTORY_SECTION,,4090,10607,implemented,5,
organizacao,job_position_core,dbo__JobPositionCore,dbo.JobPositionCore,DIM,REUSE_AS_DIM,DIM_JOB_POSITION_CORE,,104,41,implemented,5,
organizacao,job_position_level,dbo__JobPositionLevel,dbo.JobPositionLevel,FACT,REUSE_AS_FACT,FACT_JOB_POSITION_LEVEL,,45193,126,implemented,5,
organizacao,job_position_succession,dbo__JobPositionSuccession,dbo.JobPositionSuccession,DEFER,REFINE,,,0,0,implemented,5,
organizacao,locality,dbo__Locality,dbo.Locality,DIM,REUSE_AS_DIM,DIM_LOCALITY,,50,1,implemented,5,
organizacao,manager_succession,dbo__ManagerSuccession,dbo.ManagerSuccession,DEFER,REFINE,,,0,0,implemented,5,
organizacao,organization_identity,dbo__OrganizationIdentity,dbo.OrganizationIdentity,DEFER,REFINE,,,0,0,implemented,5,
organizacao,perfil_grupo_usuario,dbo__PERFIL_GRUPO_USUARIO,dbo.PERFIL_GRUPO_USUARIO,FACT,REUSE_AS_FACT,FACT_PERFIL_GRUPO_USUARIO,,3266,1638,implemented,5,
organizacao,termo_aceite_assinatura,dbo__TERMO_ACEITE_ASSINATURA,dbo.TERMO_ACEITE_ASSINATURA,FACT,REUSE_AS_FACT,FACT_TERMO_ACEITE_ASSINATURA,,977,2727,implemented,5,
organizacao,trigger_area,dbo__TriggerArea,dbo.TriggerArea,FACT,REUSE_AS_FACT,FACT_TRIGGER_AREA,,1526,439,implemented,5,
pdi,training,dbo__Training,dbo.Training,DEFER,REFINE,,,0,0,implemented,8,
pdi,training_class,dbo__TrainingClass,dbo.TrainingClass,DEFER,REFINE,,,0,0,implemented,8,
pdi,training_class_participants,dbo__TrainingClassParticipants,dbo.TrainingClassParticipants,DEFER,REFINE,,,0,0,implemented,8,
pdi,historico_pdi,dbo__HISTORICO_PDI,dbo.HISTORICO_PDI,DEFER,REFINE,,,0,0,implemented,8,
pdi,acao_sugerida_pdi,competences__ACAO_SUGERIDA_PDI,competences.ACAO_SUGERIDA_PDI,DIM,REUSE_AS_DIM,DIM_ACAO_SUGERIDA_PDI,,114,173,implemented,8,
pdi,categoria_pdi_acao,competences__CATEGORIA_PDI_ACAO,competences.CATEGORIA_PDI_ACAO,DIM,REUSE_AS_DIM,DIM_CATEGORIA_PDI_ACAO,,14,2,implemented,8,
pdi,individual_development_action,competences__IndividualDevelopmentAction,competences.IndividualDevelopmentAction,FACT,REUSE_AS_FACT,FACT_INDIVIDUAL_DEVELOPMENT_ACTION,,10755,10564,implemented,8,
pdi,biblioteca,dbo__BIBLIOTECA,dbo.BIBLIOTECA,DIM,REUSE_AS_DIM,DIM_BIBLIOTECA,,1,1,implemented,8,
pdi,labels_tag_trainings,dbo__LabelsTagTrainings,dbo.LabelsTagTrainings,DEFER,REFINE,,,0,0,implemented,8,
pdi,necessary_resources_of_training,dbo__NecessaryResourcesOfTraining,dbo.NecessaryResourcesOfTraining,DEFER,REFINE,,,0,0,implemented,8,
pdi,qualification_center_config,dbo__QualificationCenterConfig,dbo.QualificationCenterConfig,DEFER,REFINE,,,0,0,implemented,8,
pdi,qualification_manager,dbo__QualificationManager,dbo.QualificationManager,DEFER,REFINE,,,0,0,implemented,8,
pdi,qualification_managers_subordinates,dbo__QualificationManagersSubordinates,dbo.QualificationManagersSubordinates,DEFER,REFINE,,,0,0,implemented,8,
pdi,skill_category,dbo__SkillCategory,dbo.SkillCategory,DIM,REUSE_AS_DIM,DIM_SKILL_CATEGORY,,4,4,implemented,8,
pdi,skill_knowledge,dbo__SkillKnowledge,dbo.SkillKnowledge,DIM,REUSE_AS_DIM,DIM_SKILL_KNOWLEDGE,,2,2,implemented,8,
pdi,training_attachment,dbo__TrainingAttachment,dbo.TrainingAttachment,DEFER,REFINE,,,0,0,implemented,8,
pdi,training_class_demands,dbo__TrainingClassDemands,dbo.TrainingClassDemands,DEFER,REFINE,,,0,0,implemented,8,
pdi,training_class_participants_confirmed,dbo__TrainingClassParticipantsConfirmed,dbo.TrainingClassParticipantsConfirmed,DEFER,REFINE,,,0,0,implemented,8,
pdi,training_class_time_weekly,dbo__TrainingClassTimeWeekly,dbo.TrainingClassTimeWeekly,DEFER,REFINE,,,0,0,implemented,8,
pdi,training_draft,dbo__TrainingDraft,dbo.TrainingDraft,DEFER,REFINE,,,0,0,implemented,8,
pdi,training_package,dbo__TrainingPackage,dbo.TrainingPackage,DEFER,REFINE,,,0,0,implemented,8,
pdi,training_packages_trainings,dbo__TrainingPackagesTrainings,dbo.TrainingPackagesTrainings,DEFER,REFINE,,,0,0,implemented,8,
referencia,unidade_medida,dbo__UNIDADE_MEDIDA,dbo.UNIDADE_MEDIDA,REF,REUSE_AS_DIM,REF_UNIDADE_MEDIDA,,10,25,implemented,2,
referencia,cotacao_moeda,dbo__COTACAO_MOEDA,dbo.COTACAO_MOEDA,DEFER,REFINE,,,0,0,implemented,10,
referencia,customer_bound_translate_tag,dbo__CustomerBoundTranslateTag,dbo.CustomerBoundTranslateTag,REF,REUSE_AS_DIM,REF_CUSTOMER_BOUND_TRANSLATE_TAG,,49,80,implemented,10,
referencia,grandeza,dbo__GRANDEZA,dbo.GRANDEZA,REF,REUSE_AS_DIM,REF_GRANDEZA,,6,6,implemented,10,
referencia,grupo_indicador,dbo__GRUPO_INDICADOR,dbo.GRUPO_INDICADOR,DEFER,REFINE,,,0,0,implemented,10,
referencia,idioma,dbo__IDIOMA,dbo.IDIOMA,REF,REUSE_AS_DIM,REF_IDIOMA,,12,12,implemented,10,
